fish_id,name_english,alt_name,name_latin,swim,cm_max,uncare,breeding_difficulty,availability,school,tank_size_liter,temperature_min,temperature_max,agression,origin,region,isfish,phmin,phmax,more,family
60,Zebra dwarf sucker,zebra oto,Otocinclus cocama,1,4.5,2,4,3,3,40,21,25,1,"Peru,",1,1,6,7.5,0,Loricariidae
61,Bolt catfish,,Aguarunichthys torosus,1,34,1,4,1,1,455,22,27,3,"Peru, Ecuador,",1,1,6,7.5,0,Pimelodidae
63,Zebra shovelnose,,Brachyplatystoma tigrinum,1,50,1,4,1,1,570,22,32,2,"Brazil, Colombia, Peru,",1,1,6,7.5,0,Pimelodidae
64,Vulture Catfish,zamurito,Calophysus macropterus,1,40,1,4,1,2,455,24,29,3,"Venezuela, Colombia,",1,1,6,7.5,0,Pimelodidae
65,Spotted pimelodus,pictus catfish,Pimelodus pictus,1,14,1,4,2,3,210,22,25,2,"Colombia, Venezuela, Peru,",1,1,6,7.5,0,Pimelodidae
66,Ornate Pimelodus,,Pimelodus ornatus,1,31,1,4,1,2,245,24,28,2,South America,1,1,6,7.5,0,Pimelodidae
67,Zorro Catfish,Sturio Catfish,Platystomatichthys sturio,1,40,1,4,1,1,455,24,28,2,"Peru,",1,1,6,7.5,0,Pimelodidae
68,Duckbill Catfish,Lima shovelnose catfish,Sorubium lima,1,50,1,4,1,2,720,23,30,2,South America,1,1,6,7.5,0,Pimelodidae
69,Cuckoo squeaker,,Synodontis multipunctatus,1,25,2,3,2,3,190,24,28,1,"Lake Tanganyika,",2,1,7.5,8.5,0,Mochokidae
70,Decorated squeaker,Decorated Synodontis,Synodontis decorus,1,30,2,4,2,1,200,22,27,2,Congo Basin,2,1,6.5,7.5,0,Mochokidae
71,Even-Spotted squeaker,Cuckoo Synodontis,Synodontis petricola,1,12,2,3,2,3,170,24,28,1,"Lake Tanganyika,",2,1,7.5,8.5,0,Mochokidae
72,Featherfin squeaker,Featherfin Synodontis,Synodontis eupterus,1,20,2,4,2,1,170,22,27,2,"Nigeria, Mali, Chad, Niger,",2,1,6.5,7.5,0,Mochokidae
73,Lake Malawi syno,,Synodontis njassae,1,19,2,4,2,2,150,23,28,2,"Lake Malawi,",2,1,7.5,6.8,0,Mochokidae
74,Polka dot syno,,Synodontis angelicus,1,30,2,4,1,1,210,24,28,2,Congo Basin,2,1,6,7.5,0,Mochokidae
75,Common syno,false upside-down catfish,Synodontis nigrita,1,20,3,4,2,2,210,21,28,2,Africa,2,1,6,7.5,0,Mochokidae
76,Upside-down catfish,,Synodontis nigriventris,1,10,4,4,2,3,115,24,28,1,Congo Basin,2,1,6,7.5,1,Mochokidae
77,Three-striped African catfish,Three Striped African Glass Catfish,Pareutropius buffei,1,8,2,3,2,3,75,24,28,1,"Nigeria, Niger, Benin, Mali,",2,1,6,7.5,0,Schilbeidae
78,Black lancer catfish,,Bagrichthys macracanthus,1,23,2,4,1,2,210,24,28,2,"Sumatra, Java, Borneo,",3,1,6,7.5,0,Bagridae
79,Harlequin lancer catfish,,Bagroides melapterus,1,30,2,4,1,1,455,24,27,3,"Sumatra,",3,1,6.5,7.5,0,Bagridae
80,Shadow catfish,,Hyalobagrus flavus,1,4.5,2,4,2,3,50,21,26,1,"Sumatra,",3,1,5.5,7.5,0,Bagridae
81,Dwarf bumblebee catfish,,Pseudomystus leiacanthus,1,6,2,4,2,2,75,21,25,1,"Columbia, Venezuela, Peru,",1,1,6,7.5,0,Bagridae
82,Asian bumblebee catfish,,Pseudomystus siamensis,1,15,2,4,2,1,115,20,26,2,"Thailand, Laos, Cambodia, Vietnam,",3,1,6,7.5,0,Bagridae
83,Glass catfish,,Kryptopterus vitreolus,2,7,3,4,3,3,115,21,26,1,"Thailand,",3,1,6,7,0,Siluridae
84,Striped glass catfish,,Kryptopterus macrocephalus,1,9,3,4,1,3,135,21,26,1,"Thailand,",3,1,6,7,0,Siluridae
85,Borneo glass catfish,,Ompok eugeneiatus,1,16.5,1,4,1,3,170,21,28,1,"Malaysia, Sunda Islands",3,1,6,7.5,0,Siluridae
86,Chocolate frogmouth catfish,,Chaca bankanensis,1,20,1,4,1,1,170,24,28,2,"Thailand,",3,1,6,7.5,0,Chacidae
87,Asian banjo catfish,,Acrochordonichthys rugosus,1,11,1,4,1,2,95,18,24,2,"Malaysia, Sunda Islands",3,1,6,7.5,0,Akysidae
88,Walking catfish,,Clarias batrachus,1,60,2,4,1,2,2270,20,26,2,Southeast Asia,3,1,6.5,8,0,Clariidae
89,Stinging catfish,fossil catfish,Heteropneustes fossilis,1,30,1,4,1,2,245,21,25,2,"Iran, Pakistan, India, Nepal",4,1,6,8,0,Heteropneustidae
90,Sun catfish,,Horabagrus brachysoma,1,45,1,4,1,1,645,23,25,2,"India,",4,1,6.5,7.5,0,Horabagridae
91,Colombian shark catfish,,Ariopsis seemanni,1,35,1,4,1,2,850,22,26,2,Central America,5,1,7,8.5,0,Ariidae
92,Blue whale catfish,,Cetopsis coecutiens,1,27,1,4,1,1,265,22,26,3,South America,1,1,6,7.5,0,Cetopsidae
93,Banjo catfish,,Bunocephalus coracoideus,1,15,3,4,2,2,95,22,27,1,"Bolivia, Peru, Brazil,",1,1,6,7.5,0,Aspredinidae
94,Striped raphael catfish,Humbug Catfish,Platydoras armatulus,1,22,2,4,3,2,170,24,30,1,South America,1,1,6,7.5,0,Doradidae
95,Spotted raphael catfish,,Agamyxis pectinifrons,1,15,2,4,2,2,150,22,26,1,South America,1,1,6,7.5,0,Doradidae
96,Bottlenose catfish,,Ageneiosus marmoratus,1,20,1,4,1,2,360,22,26,2,"Guyana, Suriname,",1,1,6..5,7.5,0,Auchenipteridae
97,Gulper catfish,,Asterophysus batrachus,1,25,1,4,1,1,360,22,28,3,"Brazil, Venezuela,",1,1,6,7.5,0,Auchenipteridae
98,Midnight catfish,,Auchenipterichthys coracoideus,1,11,2,4,2,2,75,22,25,1,"Peru, Brazil, Guyana,",1,1,6,7.5,0,Auchenipteridae
99,Oil catfish,,Centromochlus perugiae,1,6,2,3,2,2,55,24,23,1,"Peru, Ecuador,",1,1,6,7.5,0,Auchenipteridae
100,Jaguar catfish,,Liosomadoras oncinus,1,23,2,4,2,2,245,22,28,1,"Brazil,",1,1,6,7.5,0,Auchenipteridae
101,Pygmy driftwood catfish,,Trachelyichthys exilis,1,8,1,4,2,2,80,22,25,1,"Peru,",1,1,6,7.5,0,Auchenipteridae
376,Doctor Fish,,Garra rufa ,1,12,2,4,2,2,110,14,20,1,"Turkey, Syria, Iraq, Iran",W,1,6.5,8,0,Cyprinidae
391,Drab Sole,,Achirus achirus,1,37,2,4,1,1,370,25,30,1,South America,1,1,6,7.5,0,Achiridae
415,Panda Garra,,Garra flavatra,1,9,3,3,2,3,100,22,27,2,Myanmar,3,1,6,7.5,0,Cyprinidae
436,Redline Torpedo Barb,Denison barb,Sahyadria denisonii,2,11,3,2,3,3,200,15,25,1,India,4,1,6.8,7.8,0,Cyprinidae
377,Filament Barb,,Dawkinsia filamentosa,2,13,3,2,2,3,200,20,25,1,India,4,1,6,7.5,0,Cyprinidae
178,Mascara Barb,,Dawkinsia assimilis,2,12,3,2,2,3,200,19,25,1,India,4,1,6.5,7.5,0,Cyprinidae
179,Odessa Barb,scarlet barb,Pethia padamya,2,4.5,3,2,2,3,75,16,25,1,Myanmar ,3,1,6,7,1,Cyprinidae
52,snakeskin barb,,desmopuntius rhomboocellatus,2,5.5,3,3,2,3,75,22,28,1,Borneo,3,1,6,7.5,0,Cyprinidae
53,Melon Barb,Red Panda Barb,Haludaria fasciata,2,7,2,2,2,3,150,22,26,1,India,4,1,6,7.5,0,Cyprinidae
378,Cardinal toothcarp,"Cardinal Brachy, Olomina",Brachyrhaphis roseni,2,6,3,1,1,2,60,22,30,2,"Costa Rica, Panama",5,1,7,8,0,Poeciliidae
379,Fourspotted toothcarp,,Phallichthys quadripunctatus,2,3.5,3,1,1,2,40,20,30,1,Costa Rica,5,1,7,8,1,Poeciliidae
380,Shortfin molly,Atlantic molly,Poecilia mexicana,2,11,3,1,1,2,120,22,28,1,"Mexico, Guatemala","5, 8",1,7,8.5,0,Poeciliidae
381,Cauca molly,,Poecilia caucana,2,6,3,1,1,2,60,25,30,1,"Panama, Venezuela, Colombia","1, 5",1,7,8.5,0,Poeciliidae
382,Merry widow livebearer,,Phallichthys amates,2,6.4,3,1,1,2,60,22,30,1,"Guatemala, Panama",5,1,7,8,0,Poeciliidae
386,Gill's molly,,Poecilia gillii,2,10,3,1,1,2,100,22,30,1,"Costa Rica, Panama",5,1,7,8.5,0,Poeciliidae
387,Golden Tetra,,Hemigrammus rodwayi,2,5.5,2,3,2,3,75,24,28,1,"The Guianas, Peru, Brazil,",1,1,5.5,7.5,0,Characidae
388,Mayan Tetra,,Hyphessobrycon compressus ,2,4.5,2,4,1,3,60,20,26,1,"Mexico, Guatemala, Belize","5, 8",1,6,7.5,1,Characidae
389,Tiger pacu,sheep pacu,Acnodon normani,2,13,2,4,2,2,175,22,28,2,Brazil,1,1,6,7.5,0,Serrasalmidae
390,Flag Tetra,Belgian flag tetra,Hyphessobrycon heterorhabdus,2,3.5,2,2,2,3,60,21,27,1,"Colombia, Brazil",1,1,5.5,7,1,Characidae
416,Sheepshead minnow,,Cyprinodon variegatus ,2,7,2,3,1,2,100,20,27,1,"United States, Mexico",8,1,7.5,8.5,0,Cyprinodontidae
463,Spot-tail Tetra,,Brycinus imberi,2,27,2,4,1,2,245,22,27,2,Africa,2,1,6,7.5,0,Alestidae
464,Arrowhead Puffer,,Tetraodon suvattii,1,15,2,3,2,1,100,22,26,3,"Thailand, Laos",3,1,6,7.5,0,Tetraodontidae
465,Violet Goby,,Gobioides brousonnetti,1,55,1,4,2,1,450,22,26,3,"United States, Mexico, South America","1, 5, 8",1,6.5,8.5,1,Gobiidae
466,Colombian Tetra,,Hyphessobrycon columbianus,2,5,3,3,2,3,75,23,28,1,Colombia,1,1,6,7,0,Characidae
467,Texas Cichlid,,Herichthys cyanoguttatus,2,30,2,2,2,1,250,20,32,2,"United States, Mexico",8,1,6,7.5,0,Cichlidae
468,Salvin's Cichlid,,Cichlasoma salvini,2,15,2,3,2,1,100,22,26,3,"Mexico, Guatemala, Belize","5, 8",1,6.5,8,0,Cichlidae
469,Pearlscale Cichlid,,Herichthys carpintis,2,30,3,3,2,1,210,24,26,3,Mexico,8,1,7,8,0,Cichlidae
470,Cascajal toothcarp,,Brachyrhaphis cascajalensis,2,5,2,3,1,2,40,24,28,2,Costa Rica,5,1,6.5,8,0,Poeciliidae
471,African Moon Tetra,,Bathyaethiops caudomaculatus,2,8,2,3,2,3,85,22,25,1,Africa,2,1,6.5,7.5,0,Alestidae
472,Spotscale Barb,African Spotscale Barb,Barbus holotaenia,2,12,2,4,2,3,120,24,30,1,Africa,2,1,6,7,0,Cyprinidae
473,Badis,"blue perch, chameleon fish",Badis badis,2,6,2,3,2,1,75,15,25,1,"India, Bangladesh, Nepal",4,1,6,7.5,1,Badidae
474,Banded Archerfish,,Toxotes jaculatrix,3,30,1,4,1,2,450,25,30,2,"South Asia, Southeast Asia, Australia","3,4,9",1,7,8,0,Toxotidae
475,Paraguay Eartheater,Argentine humphead,Gymnogeophagus balzanii,2,14,1,2,2,1,140,21,25,3,"Uruguay, Brazil, Paraguay, Argentina",1,1,6.5,7.5,0,Cichlidae
476,Akar Betta,,Betta akarensis ,2,8,2,3,2,1,75,21,27,2,Borneo,3,1,5.5,7,0,Osphronemidae
477,Arulius barb,,Dawkinsia arulius,2,10,2,2,3,3,140,19,25,1,India,4,1,6,7.5,0,Cyprinidae
478,Azureus,,Copadichromis azureus,2,15,2,2,2,2,300,25,28,2,Lake Malawi,2,1,7.5,8.5,0,Cichlidae
479,Black Pacu,,Colossoma macropomum,2,60,1,4,1,1,2500,22,28,2,South America,1,1,5.5,7.5,0,Serrasalmidae
480,Black Shark,,Labeo chrysophekadion,2,60,1,4,1,1,2500,20,26,3,Southeast Asia,3,1,6,8,0,Cyprinidae
481,Hairy Puffer,,Tetraodon baileyi,1,14,2,4,1,1,100,23,27,3,"Thailand, Laos",3,1,6.5,7.5,0,Tetraodontidae
414,Spotted Severum,,Heros notatus,2,30,2,4,1,2,220,22,29,2,Brazil,1,1,6,7,0,Cichlidae
482,Banded Gourami,,Trichogaster fasciata,2,9,2,3,2,2,100,21,28,2,"Pakistan, India, Nepal",4,1,6,7.5,0,Osphronemidae
483,Balunga Betta,,Betta balunga ,2,5,3,3,2,1,60,22,27,1,Borneo,3,1,5,7,0,Osphronemidae
484,Raja Betta,,Betta raja ,2,7,2,3,1,1,100,22,27,1,Sumatra,3,1,5,7,1,Osphronemidae
485,Pugnax Betta,Forest betta,Betta pugnax ,2,7,2,3,1,1,60,22,28,1,Malaysia,3,1,5,7.5,0,Osphronemidae
486,Blackbelt Cichlid,,Vieja maculicauda,2,32,2,3,2,1,250,22,28,3,Central America,5,1,6.5,7.5,0,Cichlidae
487,Blue-eyed Tropheus,ulwile,Tropheus brichardi,2,11,2,2,2,1,140,23,28,2,Lake Tanganyika,2,1,7.8,9,0,Cichlidae
488,Blue Neon Cichlid,,Paracyprichromis nigripinnis,2,11,2,3,2,2,180,24,27,1,Lake Tanganyika,2,1,7.5,9,0,Cichlidae
489,Blue Tetra,,Boehlkea fredcochui,2,5.5,3,3,3,3,75,22,28,1,Peru,1,1,6,7.5,0,Characidae
490,African Butterfly Barb,,Barbus hulstaerti,2,3.5,2,3,1,3,40,17,24,1,Central Africa,2,1,5,6.5,1,Cyprinidae
491,Yellow Phantom Tetra,,Hyphessobrycon roseus,2,2,2,2,2,3,25,20,28,1,"Suriname, French Guiana",1,1,5,7,1,Characidae
492,African Banded Barb,,Barbus fasciolatus,2,6,3,3,2,3,75,20,26,1,Africa,2,1,5,6.5,1,Cyprinidae
493,Brevis Shell Dweller,,Neolamprologus brevis,2,6,2,2,2,2,60,23,27,2,Lake Tanganyika,2,1,7.5,9,1,Cichlidae
494,Brittan’s rasbora,,Kottelatia brittani,2,6,2,2,1,3,60,20,26,1,Malaysia,3,1,6,7.5,1,Cyprinidae
495,Ceros Tetra,,Moenkhausia ceros,2,5,2,4,1,3,60,24,28,1,"Peru, Brazil",1,1,5.5,7,1,Characidae
496,Checkered Barb,,Oliotius oligolepis ,2,4.5,3,2,3,3,60,20,26,1,Sumatra,3,1,5.5,7.5,1,Cyprinidae
497,Crocodile Catfish,,Bagarius suchus,1,70,1,4,1,1,2500,18,23,3,"Thailand, Laos, Cambodia",3,1,65,7.5,1,Sisoridae
498,White-Spotted Cichlid,,Tropheus duboisi,2,12,2,3,2,2,110,23,28,2,Lake Tanganyika,2,1,7.5,9,1,Cichlidae
499,Chukai Betta,,Betta tussyae,2,4,2,4,1,1,40,23,28,1,Malaysia,3,1,5,6.5,1,Osphronemidae
500,Clown Barb,,Barbodes everetti ,2,12,3,4,2,3,150,18,28,1,Bornea,3,1,6,7,1,Cyprinidae
501,Burmese Badis,,Badis ruber ,2,5,3,3,2,1,75,18,25,2,"Myanmar, Thailand, Laos",3,1,6.5,7.5,1,Badidae
900,Cherry Shrimp,,Neocaridina davidi,1,4,4,1,4,2,20,15,29,1,Taiwan,6,0,6.5,8,0,Atyidae
901,Amano Shrimp,,Caridina multidentata,1,5,4,3,4,2,30,15,27,1,Japan,6,0,6,7.5,1,Atyidae
902,Bamboo Shrimp,,Atyopsis moluccensis,1,10,3,3,2,2,50,22,29,1,Southeast Asia,3,0,6.5,7.5,0,Atyidae
903,Ghost Shrimp,glass shrimp,Palaemon paludosus,1,4,3,2,2,2,20,18,29,2,North America,8,0,7,8,0,Palaemonidae
905,Tiger Shrimp,,Caridina mariae,1,4,2,2,3,2,25,18,23,1,Taiwan,6,0,6,7.5,0,Atyidae
906,Vampire Shrimp,,Atya gabonensis,1,13,2,3,2,2,75,24,28,1,West Africa,2,0,6.5,7.5,0,Atyidae
907,Riceland prawn,whisker shrimp,Macrobrachium lanchesteri,1,9,2,3,2,2,60,24,30,3,Southeast Asia,3,0,6.5,8,0,Palaemonidae
908,Sulawesi Shrimp,cardinal shrimp,Caridina dennerli,1,2.5,2,1,1,2,20,26,31,1,Sulawesi,3,0,7.5,8.5,0,Atyidae
909,Rili Shrimp,,Neocaridina davidi,1,3.8,4,1,3,2,20,15,29,1,Taiwan,6,0,6.5,8,0,Atyidae
910,Blue Velvet Shrimp,Blue Neocaridina,Neocaridina davidi,1,4,4,1,4,2,20,15,29,1,Taiwan,6,0,6.5,8,0,Atyidae
911,Yellow Neocaridina,,Neocaridina davidi,1,4,4,1,4,2,20,15,29,1,Taiwan,6,0,6.5,8,0,Atyidae
912,Orange Neocaridina,,Neocaridina davidi,1,4,4,1,3,2,20,15,29,1,Taiwan,6,0,6.5,8,0,Atyidae
929,Green Jade Shrimp,,Neocaridina davidi,1,4,4,1,1,2,20,15,29,1,Taiwan,6,0,6.5,8,0,Atyidae
904,Bee Shrimp,,Caridina cantonensis,1,3,3,2,3,2,20,19,26,1,"Taiwan, Southern China",6,0,5.5,7.5,0,Atyidae
913,Crystal Red Shrimp,,Caridina cantonensis,1,4,2,3,2,2,30,19,26,1,"Taiwan, Southern China",6,0,5.5,7.5,0,Atyidae
914,Bladder Snail,,Physella acuta,1,1.5,4,1,4,1,20,14,30,1,Europe,7,2,6.5,8,1,Physidae
915,Zebra Nerite,,Vittina natalensis,1,2.5,4,3,4,1,20,19,29,1,Africa,2,2,6.5,8,1,Neritidae
916,Assassin Snail,,Anentome helena,1,2.5,3,2,3,1,20,22,27,2,"Malaysia, Thailand, Indonesia",3,2,6.5,8,1,Nassariidae
917,Mystery Snail,spike-topped apple snail,Pomacea diffusa,1,5,3,2,2,1,20,21,26,1,South America,1,2,6.5,8,0,Ampullariidae
918,Giant Colombian Ramshorn,,Marisa cornuarietis,1,5,3,2,3,1,20,23,27,1,"Central America, South America",5,2,6.5,8,0,Ampullariidae
919,Great Ramshorn,,Planorbarius corneus,1,4,3,1,3,1,20,18,25,1,"Europe, Middle East","7, W",2,6.5,8,0,Planorbidae
920,Seminole Ramshorn,,Planorbella duryi,1,2.5,4,1,3,1,20,20,28,1,Florida,8,2,6.5,8,1,Planorbidae
921,Black Devil Snail,,Faunus ater,1,10,3,4,2,1,50,22,30,1,Southeast Asia,3,2,6.5,7.5,0,Pachychilidae
922,Japanese Trapdoor Snail,,Cipangopaludina malleat,1,5,3,2,1,1,30,18,25,1,Japan,6,2,6.5,8,0,Viviparidae
923,Malaysian Trumpet Snail,,Melanoides tuberculata,1,3,4,1,2,1,20,21,25,1,Southeast Asia,3,2,6.5,8,0,Thiaridae
924,Pagoda Snail,,Brotia pagoluda,1,6,2,3,2,1,20,22,28,1,"Thailand, Laos, Cambodia",3,2,6.8,8,0,Pachychilidae
925,Great  Pond Snail,,Lymnaea stagnalis,1,6,3,2,3,1,20,18,24,1,Europe,7,2,6.5,8,0,Lymnaeidae
926,White Spotted Rabbit Snail,Towuti Snail,Tylomelania towutica,1,11,2,3,2,1,60,24,29,1,Sulawesi,3,2,7,8.5,0,Pachychilidae
927,Triangle Rabbit Snail,,Tylomelania sinabartfeldi,1,5,2,3,2,1,20,24,30,1,Sulawesi,3,2,7,8.5,0,Pachychilidae
936,Apple Snail ,,Pomacea canaliculata,1,15,4,3,3,1,80,18,27,1,South America,1,2,6.5,8,0,Ampullariidae
930,Wandering Snail,,Ampullaceana balthica,1,7,3,2,3,1,40,10,29,1,Europe,7,2,6.5,8,0,Lymnaeidae
931,Marbled Limpet Nerite,,Septaria porcellana,1,3,4,3,2,1,20,23,28,1,Southeast Asia,3,2,6.5,8,1,Neritidae
932,White Wizard Snail,,Filopaludina martensi,1,5,3,3,1,1,40,22,26,1,Southeast Asia,3,2,6.5,8,0,Viviparidae
933,Gold Rabbit Snail,yellow rabbit snail,Tylomelania gemmifera,1,7,2,2,2,1,60,24,28,1,Sulawesi,3,2,7,8.5,0,Pachychilidae
934,Himalayan Rabbit Snail,,Tylomelania marwotoae,1,5,3,3,1,1,40,25,30,1,Sulawesi,3,2,7,8.5,0,Pachychilidae
935,Dusky Nerite Snail,,Neritina pulligera,1,4,4,3,4,1,20,22,28,1,"Southeast Asia, Northern Australia",9,2,6.5,8,0,Neritidae
937,Thai Micro Crab,,Limnopilos Naiyanetri,1,2.5,2,3,2,2,20,22,28,1,Thailand,3,3,6.5,7.5,1,Hymenosomatidae
938,Pom Pom Crab,,Ptychognathus Barbatus,1,4,3,3,2,2,20,22,28,1,"Southeast Asia, South Asia","3, 4",3,6.5,7.5,0,Grapsidae
939,Tanganyika Crab,,Platythelphusa Sp.,1,10,2,3,1,1,60,24,28,2,Africa,2,3,7,8.5,0,Potamonautidae
940,Panther Crab,,Parathelphusa Pantherina,1,11,2,3,1,1,85,24,30,2,Sulawesi,3,3,7.5,8.5,0,Parathelphusidae
941,Matano Crab,,Syntripsa Matannensis,1,11,2,3,1,1,85,24,30,2,Sulawesi,3,3,7.3,8.5,0,Potamidae
